source,target,proximity
12053,12110,60
12054,12110,282
12056,12110,27
12057,12110,9
12059,12110,24
12061,12110,161
12062,12110,17
12063,12110,7
12065,12110,1146
12066,12110,8
12067,12110,13
12071,12110,1
12074,12110,35
12077,12110,104
12083,12110,29
12084,12110,77
12085,12110,7
12086,12110,15
12087,12110,9
12089,12110,1
12090,12110,51
12093,12110,4
12094,12110,37
12118,12110,359
12120,12110,7
12121,12110,53
12122,12110,8
12123,12110,85
12134,12110,16
12137,12110,19
12138,12110,43
12140,12110,24
12143,12110,64
12144,12110,356
12147,12110,4
12148,12110,95
12149,12110,10
12150,12110,20
12151,12110,19
12153,12110,15
12154,12110,60
12156,12110,7
12157,12110,13
12158,12110,106
12159,12110,137
12160,12110,1
12161,12110,4
12166,12110,3
12167,12110,8
12168,12110,14
12169,12110,2
12170,12110,94
12175,12110,1
12180,12110,973
12182,12110,311
12183,12110,71
12184,12110,60
12185,12110,32
12186,12110,126
12187,12110,3
12188,12110,317
12189,12110,733
12193,12110,22
12194,12110,1
12196,12110,47
12198,12110,174
12202,12110,108
12203,12110,486
12204,12110,162
12205,12110,804
12206,12110,202
12207,12110,22
12208,12110,256
12209,12110,140
12210,12110,129
12211,12110,431
12222,12110,25
12302,12110,575
12303,12110,639
12304,12110,477
12305,12110,76
12306,12110,585
12307,12110,93
12308,12110,260
12309,12110,723
12469,12110,3
12803,12110,66
12822,12110,33
12828,12110,54
12831,12110,165
12833,12110,38
12835,12110,10
12850,12110,26
12859,12110,16
12863,12110,6
12866,12110,381
12871,12110,46
12884,12110,5
13459,12110,6
12008,12151,1
12009,12151,3
12010,12151,5
12019,12151,20
12020,12151,31
12025,12151,2
12027,12151,4
12033,12151,1
12047,12151,9
12052,12151,1
12054,12151,2
12056,12151,2
12057,12151,2
12061,12151,1
12065,12151,24
12076,12151,1
12077,12151,1
12083,12151,1
12110,12151,10
12118,12151,25
12121,12151,1
12123,12151,1
12137,12151,2
12148,12151,3
12154,12151,4
12158,12151,1
12166,12151,1
12170,12151,5
12180,12151,12
12182,12151,2
12185,12151,1
12186,12151,1
12188,12151,8
12189,12151,2
12193,12151,1
12198,12151,2
12203,12151,2
12204,12151,1
12205,12151,2
12206,12151,1
12209,12151,1
12211,12151,3
12302,12151,13
12303,12151,7
12304,12151,5
12305,12151,1
12306,12151,2
12308,12151,1
12309,12151,12
12469,12151,1
