beta,size,network,seed,realization,times
0.5,0.8500000000000001,Albany,12059,12,"[35.3, 38.8, 43.2, 46.8, 51.8, 57.5, 65.6, 73.3, 104.4, 933.7]"
0.5,0.8500000000000001,Albany,12059,13,"[34.6, 38.0, 40.7, 44.2, 49.4, 52.4, 58.9, 79.5, 103.8, 619.5]"
0.5,0.8500000000000001,Albany,12059,14,"[15.3, 20.2, 22.8, 26.8, 30.2, 35.2, 40.4, 55.8, 73.1, 360.5]"
0.5,0.8500000000000001,Albany,12059,15,"[27.3, 31.4, 34.5, 37.7, 40.4, 47.1, 51.4, 70.0, 105.9, 348.2]"
0.5,0.8500000000000001,Albany,12059,16,"[15.2, 20.9, 23.3, 28.0, 32.7, 42.1, 48.2, 65.5, 85.6, 529.4]"
0.5,0.8500000000000001,Albany,12059,17,"[37.1, 41.6, 44.7, 51.2, 58.4, 62.0, 69.4, 79.7, 110.4, 1066.5]"
0.5,0.8500000000000001,Albany,12059,18,"[19.3, 23.3, 28.0, 31.4, 34.4, 40.3, 47.0, 56.6, 75.9, 262.8]"
0.5,0.8500000000000001,Albany,12059,19,"[21.8, 27.0, 30.1, 37.3, 42.0, 50.8, 65.6, 75.5, 115.4, 412.0]"
0.5,0.8500000000000001,Albany,12059,20,"[29.9, 36.2, 39.6, 42.4, 48.8, 54.2, 64.1, 77.3, 107.2, 230.1]"
0.5,0.8500000000000001,Albany,12059,21,"[138.6, 141.4, 145.6, 150.5, 155.6, 161.1, 164.2, 171.8, 195.7, 487.7]"
0.5,0.8500000000000001,Albany,12059,22,"[59.0, 63.4, 66.9, 71.1, 74.7, 81.5, 86.4, 94.3, 130.3, 1309.0]"
0.5,0.8500000000000001,Albany,12059,23,"[48.7, 52.1, 55.5, 59.6, 63.6, 71.7, 80.5, 92.9, 111.9, 361.9]"
0.5,0.8500000000000001,Albany,12059,24,"[56.8, 63.2, 66.1, 71.9, 76.0, 79.5, 83.8, 94.4, 114.7, 532.0]"
0.5,0.8500000000000001,Albany,12059,25,"[34.3, 40.0, 43.3, 49.0, 59.2, 66.7, 72.6, 83.9, 120.8, 316.7]"
0.5,0.8500000000000001,Albany,12059,26,"[34.1, 37.7, 43.8, 49.6, 53.8, 62.7, 70.2, 82.7, 98.3, 256.1]"
0.5,0.8500000000000001,Albany,12059,27,"[33.0, 40.6, 45.6, 48.3, 52.1, 56.7, 63.7, 75.9, 110.5, 1161.9]"
0.5,0.8500000000000001,Albany,12059,28,"[37.4, 43.3, 47.1, 51.2, 56.2, 59.9, 64.0, 71.3, 84.5, 360.0]"
0.5,0.8500000000000001,Albany,12059,29,"[47.6, 51.8, 55.2, 58.6, 61.6, 69.7, 77.6, 85.8, 134.6, 743.6]"
0.5,0.8500000000000001,Albany,12822,0,"[23.9, 28.6, 32.8, 36.9, 39.5, 45.3, 52.4, 65.6, 89.9, 470.5]"
0.5,0.8500000000000001,Albany,12822,1,"[28.2, 34.0, 37.2, 41.3, 45.6, 54.0, 71.0, 80.3, 104.7, 520.6]"
0.5,0.8500000000000001,Albany,12822,2,"[21.9, 26.0, 30.0, 34.0, 37.9, 44.6, 50.8, 59.4, 82.2, 744.8]"
0.5,0.8500000000000001,Albany,12822,3,"[70.7, 76.2, 80.2, 83.5, 87.6, 95.0, 103.2, 115.7, 150.5, 279.6]"
0.5,0.8500000000000001,Albany,12822,4,"[32.0, 37.8, 43.8, 48.0, 55.4, 64.2, 75.2, 86.7, 107.7, 250.8]"
0.5,0.8500000000000001,Albany,12822,5,"[41.8, 45.3, 48.3, 51.5, 55.1, 58.3, 68.3, 81.4, 112.6, 373.4]"
0.5,0.8500000000000001,Albany,12822,6,"[42.1, 45.5, 49.2, 58.1, 62.5, 67.5, 74.5, 89.2, 112.7, 317.6]"
0.5,0.8500000000000001,Albany,12822,7,"[80.9, 85.5, 89.8, 95.8, 99.4, 104.5, 112.1, 122.3, 154.5, 740.8]"
0.5,0.8500000000000001,Albany,12822,8,"[37.2, 40.7, 43.8, 47.7, 54.1, 60.1, 69.8, 82.3, 100.3, 246.9]"
0.5,0.8500000000000001,Albany,12822,9,"[35.1, 38.8, 43.2, 47.4, 53.6, 59.1, 69.7, 84.5, 108.5, 342.3]"
0.5,0.8500000000000001,Albany,12822,10,"[30.3, 34.6, 39.0, 45.0, 52.8, 58.5, 66.7, 81.2, 114.4, 607.4]"
0.5,0.8500000000000001,Albany,12822,11,"[66.0, 72.3, 77.5, 81.1, 86.0, 96.8, 103.3, 119.2, 142.1, 1054.9]"
0.5,0.8500000000000001,Albany,12822,12,"[19.9, 24.9, 29.0, 31.8, 37.7, 47.8, 56.9, 67.3, 96.9, 388.0]"
0.5,0.8500000000000001,Albany,12822,13,"[26.5, 31.1, 34.1, 39.5, 45.2, 50.8, 57.4, 70.7, 91.1, 396.0]"
0.5,0.8500000000000001,Albany,12822,14,"[21.3, 26.4, 31.8, 38.2, 44.9, 51.9, 60.6, 70.7, 95.5, 418.5]"
0.5,0.8500000000000001,Albany,12822,15,"[24.3, 30.3, 33.8, 39.1, 44.9, 50.0, 59.2, 66.6, 88.4, 343.1]"
0.5,0.8500000000000001,Albany,12822,16,"[30.9, 34.2, 38.2, 42.0, 48.2, 54.2, 59.7, 73.8, 100.6, 642.0]"
0.5,0.8500000000000001,Albany,12822,17,"[19.5, 24.7, 26.8, 30.2, 32.9, 42.2, 54.6, 75.7, 117.8, 647.9]"
0.5,0.8500000000000001,Albany,12822,18,"[37.4, 42.2, 46.5, 48.7, 53.3, 58.6, 66.4, 76.3, 100.8, 301.6]"
0.5,0.8500000000000001,Albany,12822,19,"[26.5, 29.8, 32.7, 36.0, 41.5, 53.4, 63.8, 72.6, 90.1, 429.1]"
0.5,0.8500000000000001,Albany,12822,20,"[21.1, 25.6, 29.4, 32.9, 38.1, 45.5, 49.4, 61.3, 91.2, 1474.7]"
0.5,0.8500000000000001,Albany,12822,21,"[38.1, 42.5, 47.3, 50.8, 60.5, 64.1, 72.1, 83.7, 118.7, 494.8]"
0.5,0.8500000000000001,Albany,12822,22,"[21.3, 24.6, 29.7, 33.4, 36.9, 43.4, 53.3, 63.3, 83.6, 463.7]"
0.5,0.8500000000000001,Albany,12822,23,"[30.1, 36.5, 41.8, 46.3, 50.1, 60.1, 66.2, 81.0, 100.9, 441.5]"
0.5,0.8500000000000001,Albany,12822,24,"[44.4, 49.7, 53.4, 57.5, 62.1, 69.7, 79.7, 90.3, 118.6, 233.0]"
0.5,0.8500000000000001,Albany,12822,25,"[35.1, 44.0, 46.6, 50.8, 54.3, 58.7, 68.7, 81.0, 121.0, 271.0]"
0.5,0.8500000000000001,Albany,12822,26,"[16.4, 21.1, 25.3, 27.9, 31.5, 39.7, 49.2, 68.9, 85.0, 673.6]"
0.5,0.8500000000000001,Albany,12822,27,"[38.1, 41.6, 47.1, 50.0, 54.1, 59.0, 65.3, 75.3, 99.3, 301.0]"
0.5,0.8500000000000001,Albany,12822,28,"[50.8, 54.2, 59.1, 66.4, 73.3, 80.9, 88.2, 105.2, 126.5, 261.3]"
0.5,0.8500000000000001,Albany,12822,29,"[18.5, 22.7, 28.7, 32.0, 37.0, 42.4, 45.7, 57.2, 76.3, 659.0]"
0.5,0.8500000000000001,Albany,12193,0,"[32.8, 37.1, 41.7, 46.4, 53.2, 61.1, 66.7, 84.6, 103.6, 1001.0]"
0.5,0.8500000000000001,Albany,12193,1,"[60.3, 65.7, 69.5, 73.4, 77.8, 84.0, 89.2, 98.5, 120.0, 1564.5]"
0.5,0.8500000000000001,Albany,12193,2,"[35.7, 43.4, 48.7, 52.8, 56.9, 60.4, 67.1, 76.9, 104.7, 334.2]"
0.5,0.8500000000000001,Albany,12193,3,"[20.9, 25.2, 27.4, 32.2, 39.8, 47.2, 59.3, 72.2, 105.5, 365.5]"
0.5,0.8500000000000001,Albany,12193,4,"[31.4, 34.7, 38.0, 41.4, 44.4, 51.8, 62.6, 79.6, 99.5, 202.0]"
0.5,0.8500000000000001,Albany,12193,5,"[38.0, 43.5, 47.9, 52.1, 54.7, 60.7, 70.7, 79.5, 89.8, 716.7]"
0.5,0.8500000000000001,Albany,12193,6,"[49.3, 55.6, 58.7, 62.5, 66.8, 70.2, 75.0, 85.4, 106.4, 261.2]"
0.5,0.8500000000000001,Albany,12193,7,"[36.2, 41.0, 44.0, 52.4, 56.1, 62.2, 75.8, 90.5, 108.3, 391.6]"
0.5,0.8500000000000001,Albany,12193,8,"[31.8, 37.8, 41.6, 43.6, 48.2, 52.4, 59.2, 69.2, 96.6, 362.6]"
0.5,0.8500000000000001,Albany,12193,9,"[11.2, 15.6, 19.4, 23.2, 27.2, 34.4, 43.7, 58.0, 87.8, 219.7]"
0.5,0.8500000000000001,Albany,12193,10,"[25.5, 34.2, 38.8, 42.5, 49.5, 57.2, 67.3, 77.2, 100.8, 481.1]"
0.5,0.8500000000000001,Albany,12193,11,"[58.8, 66.8, 71.1, 76.9, 82.8, 89.4, 100.0, 108.7, 134.0, 328.2]"
0.5,0.8500000000000001,Albany,12193,12,"[35.5, 41.3, 45.8, 48.9, 53.4, 56.2, 62.3, 75.0, 99.2, 305.9]"
0.5,0.8500000000000001,Albany,12193,13,"[38.7, 45.7, 48.9, 52.8, 57.6, 63.7, 71.6, 78.9, 121.8, 409.7]"
0.5,0.8500000000000001,Albany,12193,14,"[24.5, 29.8, 33.3, 37.7, 43.9, 50.8, 57.6, 64.3, 92.8, 731.3]"
0.5,0.8500000000000001,Albany,12193,15,"[19.6, 24.3, 27.2, 30.8, 34.8, 38.9, 44.5, 57.5, 79.6, 268.0]"
0.5,0.8500000000000001,Albany,12193,16,"[58.3, 60.8, 63.1, 64.8, 66.7, 71.6, 76.6, 85.0, 105.3, 409.0]"
0.5,0.8500000000000001,Albany,12193,17,"[30.9, 36.5, 42.6, 46.6, 50.1, 55.3, 61.1, 66.8, 86.1, 549.0]"
0.5,0.8500000000000001,Albany,12193,18,"[16.9, 20.9, 24.0, 27.4, 31.1, 36.5, 42.4, 51.6, 74.9, 531.8]"
0.5,0.8500000000000001,Albany,12193,19,"[26.4, 34.4, 40.8, 43.6, 48.2, 55.1, 60.3, 74.6, 105.7, 458.8]"
0.5,0.8500000000000001,Albany,12193,20,"[19.7, 24.8, 27.6, 32.3, 35.4, 39.3, 47.0, 62.9, 80.8, 221.5]"
0.5,0.8500000000000001,Albany,12193,21,"[12.0, 16.2, 20.4, 24.6, 29.3, 34.8, 41.1, 53.3, 67.1, 493.6]"
0.5,0.8500000000000001,Albany,12193,22,"[11.7, 15.8, 19.4, 23.3, 28.2, 34.9, 41.8, 52.3, 70.1, 309.9]"
0.5,0.8500000000000001,Albany,12193,23,"[11.7, 18.1, 22.6, 26.0, 29.0, 32.5, 39.1, 43.7, 66.8, 505.0]"
0.5,0.8500000000000001,Albany,12193,24,"[34.3, 38.8, 40.9, 43.9, 47.3, 51.0, 58.2, 67.6, 81.5, 1402.8]"
0.5,0.8500000000000001,Albany,12193,25,"[36.1, 41.2, 45.4, 48.0, 51.8, 57.3, 64.5, 80.5, 124.7, 297.5]"
0.5,0.8500000000000001,Albany,12193,26,"[26.3, 31.4, 33.6, 37.5, 45.2, 51.6, 61.1, 72.4, 95.4, 772.2]"
0.5,0.8500000000000001,Albany,12193,27,"[24.8, 29.8, 33.2, 36.0, 38.1, 45.4, 49.7, 54.8, 86.4, 817.8]"
0.5,0.8500000000000001,Albany,12193,28,"[10.1, 17.1, 21.0, 26.4, 30.3, 36.2, 45.5, 60.2, 87.4, 430.9]"
0.5,0.8500000000000001,Albany,12193,29,"[26.3, 35.8, 40.6, 45.3, 48.7, 54.5, 65.4, 76.1, 91.3, 238.6]"
0.5,0.8500000000000001,Albany,12186,0,"[28.1, 33.7, 37.4, 41.8, 44.6, 51.2, 54.6, 62.8, 76.4, 582.9]"
0.5,0.8500000000000001,Albany,12186,1,"[25.5, 32.7, 37.2, 40.2, 44.1, 48.3, 54.5, 64.7, 81.9, 364.9]"
0.5,0.8500000000000001,Albany,12186,2,"[12.5, 16.6, 19.7, 24.4, 32.1, 36.5, 43.6, 52.3, 81.6, 477.3]"
0.5,0.8500000000000001,Albany,12186,3,"[23.3, 26.2, 29.4, 35.4, 40.6, 44.0, 52.0, 62.5, 100.6, 363.6]"
0.5,0.8500000000000001,Albany,12186,4,"[33.6, 40.6, 46.0, 52.1, 56.8, 63.7, 73.1, 84.3, 112.5, 249.1]"
0.5,0.8500000000000001,Albany,12186,5,"[8.0, 10.2, 13.3, 16.5, 22.3, 30.8, 41.7, 56.5, 81.5, 294.4]"
0.5,0.8500000000000001,Albany,12186,6,"[16.7, 22.6, 26.5, 30.7, 36.0, 43.3, 54.6, 76.0, 108.7, 341.9]"
0.5,0.8500000000000001,Albany,12186,7,"[33.8, 37.2, 40.7, 45.4, 49.9, 54.0, 61.4, 71.8, 115.5, 415.0]"
0.5,0.8500000000000001,Albany,12186,8,"[24.3, 32.3, 36.7, 41.3, 46.7, 51.2, 58.7, 65.8, 91.5, 268.1]"
0.5,0.8500000000000001,Albany,12186,9,"[11.1, 15.6, 21.8, 25.9, 31.8, 39.7, 52.0, 63.6, 85.7, 227.8]"
0.5,0.8500000000000001,Albany,12186,10,"[20.5, 24.8, 30.7, 33.9, 37.7, 44.4, 55.4, 66.5, 83.9, 445.1]"
0.5,0.8500000000000001,Albany,12186,11,"[29.6, 34.3, 36.3, 41.6, 46.5, 52.5, 60.7, 75.0, 95.3, 296.5]"
0.5,0.8500000000000001,Albany,12186,12,"[26.4, 30.1, 34.3, 37.0, 40.9, 48.2, 59.7, 76.6, 111.1, 433.2]"
0.5,0.8500000000000001,Albany,12186,13,"[11.8, 15.4, 21.8, 24.7, 31.1, 37.7, 46.6, 64.9, 99.5, 365.0]"
0.5,0.8500000000000001,Albany,12186,14,"[25.1, 30.4, 35.1, 38.3, 45.4, 49.6, 56.2, 73.1, 98.3, 534.9]"
0.5,0.8500000000000001,Albany,12186,15,"[12.3, 17.6, 22.4, 27.4, 31.9, 39.8, 47.7, 56.8, 86.0, 239.4]"
0.5,0.8500000000000001,Albany,12186,16,"[22.5, 26.5, 30.0, 34.3, 39.3, 43.2, 49.6, 60.3, 103.6, 696.4]"
0.5,0.8500000000000001,Albany,12186,17,"[40.4, 45.4, 48.5, 51.7, 57.0, 65.9, 72.9, 84.9, 112.6, 449.2]"
0.5,0.8500000000000001,Albany,12186,18,"[14.6, 19.9, 24.1, 28.2, 31.7, 36.0, 42.9, 53.6, 67.8, 347.7]"
0.5,0.8500000000000001,Albany,12186,19,"[7.4, 13.7, 18.7, 22.5, 26.3, 30.8, 40.9, 49.6, 78.6, 240.2]"
0.5,0.8500000000000001,Albany,12186,20,"[26.7, 33.9, 38.2, 41.2, 43.8, 49.5, 62.0, 70.5, 83.6, 715.1]"
0.5,0.8500000000000001,Albany,12186,21,"[9.2, 12.4, 16.5, 18.7, 22.3, 25.7, 32.4, 38.6, 65.2, 700.1]"
0.5,0.8500000000000001,Albany,12186,22,"[23.5, 27.6, 30.7, 32.6, 41.7, 47.4, 52.8, 63.0, 83.3, 373.9]"
0.5,0.8500000000000001,Albany,12186,23,"[49.4, 55.0, 58.0, 60.9, 65.3, 68.4, 72.5, 82.4, 105.2, 336.7]"
0.5,0.8500000000000001,Albany,12186,24,"[16.8, 20.3, 23.9, 26.5, 34.1, 43.1, 49.4, 55.7, 90.4, 589.0]"
0.5,0.8500000000000001,Albany,12186,25,"[38.3, 44.7, 50.0, 53.3, 59.2, 64.7, 74.0, 84.4, 118.8, 314.0]"
0.5,0.8500000000000001,Albany,12186,26,"[23.3, 27.3, 30.4, 33.5, 37.6, 41.0, 48.0, 57.6, 90.8, 363.4]"
0.5,0.8500000000000001,Albany,12186,27,"[16.6, 21.1, 26.8, 30.2, 33.8, 39.8, 46.6, 52.1, 70.6, 727.6]"
0.5,0.8500000000000001,Albany,12186,28,"[21.6, 26.6, 29.5, 32.4, 35.1, 40.2, 46.0, 55.0, 86.1, 332.9]"
0.5,0.8500000000000001,Albany,12186,29,"[13.1, 19.5, 23.0, 25.2, 31.8, 36.3, 45.9, 57.8, 91.1, 618.9]"
0.5,0.8500000000000001,Albany,12089,0,"[270.1, 276.4, 281.1, 285.8, 288.7, 292.2, 299.5, 311.0, 343.8, 644.9]"
0.5,0.8500000000000001,Albany,12089,1,"[83.6, 87.9, 91.7, 97.9, 103.5, 108.3, 116.2, 128.1, 153.0, 503.9]"
0.5,0.8500000000000001,Albany,12089,2,"[339.5, 344.4, 348.7, 352.7, 359.2, 364.4, 374.7, 379.6, 407.9, 876.3]"
0.5,0.8500000000000001,Albany,12089,3,"[58.2, 65.2, 69.1, 72.3, 78.0, 85.3, 97.0, 109.5, 144.0, 328.6]"
0.5,0.8500000000000001,Albany,12089,4,"[69.0, 72.1, 76.2, 78.6, 83.0, 90.5, 96.0, 102.7, 117.8, 314.5]"
0.5,0.8500000000000001,Albany,12089,5,"[128.3, 134.2, 137.3, 140.2, 148.0, 150.7, 156.0, 161.2, 183.0, 416.0]"
0.5,0.8500000000000001,Albany,12089,6,"[79.7, 83.7, 87.6, 90.8, 95.6, 101.1, 107.7, 121.2, 142.8, 511.1]"
0.5,0.8500000000000001,Albany,12089,7,"[68.1, 74.8, 79.7, 83.5, 87.3, 93.5, 100.5, 109.7, 131.9, 1639.3]"
0.5,0.8500000000000001,Albany,12089,8,"[196.9, 200.9, 204.9, 207.9, 211.9, 216.0, 222.2, 234.9, 264.8, 552.9]"
0.5,0.8500000000000001,Albany,12089,9,"[68.0, 74.0, 78.4, 85.0, 91.6, 96.0, 103.3, 117.8, 146.4, 527.5]"
0.5,0.8500000000000001,Albany,12089,10,"[101.7, 110.9, 114.5, 117.2, 122.8, 127.8, 131.6, 145.6, 167.9, 520.2]"
0.5,0.8500000000000001,Albany,12089,11,"[24.7, 32.5, 36.9, 40.9, 47.9, 54.8, 62.4, 78.8, 96.7, 230.6]"
0.5,0.8500000000000001,Albany,12089,12,"[53.2, 58.6, 60.8, 65.2, 72.8, 79.3, 88.2, 94.9, 122.6, 534.0]"
0.5,0.8500000000000001,Albany,12089,13,"[88.7, 92.5, 96.4, 99.6, 103.4, 107.3, 114.9, 131.1, 166.7, 405.9]"
0.5,0.8500000000000001,Albany,12089,14,"[56.7, 61.0, 64.3, 68.6, 70.8, 76.8, 83.1, 98.1, 130.1, 353.4]"
0.5,0.8500000000000001,Albany,12089,15,"[93.9, 100.4, 103.9, 106.9, 110.3, 114.2, 117.7, 123.3, 138.7, 405.9]"
0.5,0.8500000000000001,Albany,12089,16,"[131.0, 134.5, 138.0, 142.2, 146.5, 150.9, 157.7, 169.5, 208.2, 724.0]"
0.5,0.8500000000000001,Albany,12089,17,"[48.5, 52.7, 58.1, 61.9, 64.5, 69.6, 76.7, 91.3, 121.5, 1414.7]"
0.5,0.8500000000000001,Albany,12089,18,"[77.7, 82.3, 86.0, 90.3, 97.7, 109.0, 119.3, 130.6, 145.4, 428.1]"
0.5,0.8500000000000001,Albany,12089,19,"[47.3, 53.5, 56.3, 58.7, 61.3, 67.2, 73.7, 84.7, 114.9, 432.9]"
0.5,0.8500000000000001,Albany,12089,20,"[295.0, 299.3, 304.7, 309.4, 313.2, 315.9, 322.6, 333.4, 361.4, 860.0]"
0.5,0.8500000000000001,Albany,12089,21,"[116.1, 122.8, 125.6, 128.8, 133.0, 138.3, 146.5, 158.1, 179.7, 775.3]"
0.5,0.8500000000000001,Albany,12089,22,"[297.1, 303.3, 311.0, 315.5, 319.1, 322.5, 330.4, 336.2, 359.5, 571.7]"
0.5,0.8500000000000001,Albany,12089,23,"[180.5, 188.5, 194.6, 198.6, 201.8, 205.7, 211.7, 223.1, 240.8, 587.8]"
0.5,0.8500000000000001,Albany,12089,24,"[94.1, 99.8, 104.9, 107.2, 111.0, 115.1, 123.1, 128.9, 156.0, 692.9]"
0.5,0.8500000000000001,Albany,12089,25,"[148.2, 155.8, 159.6, 162.8, 167.6, 178.1, 185.7, 196.0, 217.5, 385.8]"
0.5,0.8500000000000001,Albany,12089,26,"[305.8, 313.4, 318.2, 321.3, 324.3, 330.4, 339.2, 350.9, 382.7, 767.3]"
0.5,0.8500000000000001,Albany,12089,27,"[231.8, 237.2, 240.0, 242.8, 247.2, 251.2, 259.5, 273.3, 327.3, 429.5]"
0.5,0.8500000000000001,Albany,12089,28,"[85.2, 93.9, 97.6, 100.5, 104.4, 110.1, 116.2, 132.3, 158.3, 405.8]"
0.5,0.8500000000000001,Albany,12089,29,"[44.2, 50.4, 52.7, 56.0, 59.5, 64.1, 71.1, 80.5, 92.5, 1153.5]"
0.5,0.8500000000000001,Albany,12031,0,"[34.2, 40.0, 42.6, 45.6, 48.5, 55.0, 63.5, 72.9, 104.1, 523.9]"
0.5,0.8500000000000001,Albany,12031,1,"[61.3, 65.5, 68.2, 71.9, 75.3, 80.0, 88.1, 102.9, 123.8, 251.4]"
0.5,0.8500000000000001,Albany,12031,2,"[193.3, 200.4, 204.8, 208.5, 212.4, 217.4, 223.6, 234.0, 260.6, 751.1]"
0.5,0.8500000000000001,Albany,12031,3,"[29.3, 35.3, 39.6, 43.4, 49.2, 57.6, 63.6, 73.7, 91.6, 283.8]"
0.5,0.8500000000000001,Albany,12031,4,"[122.0, 127.0, 130.6, 134.9, 138.9, 146.2, 155.5, 168.3, 189.7, 1095.4]"
0.5,0.8500000000000001,Albany,12031,5,"[122.1, 124.2, 127.4, 131.9, 135.2, 138.7, 141.7, 154.7, 179.7, 405.6]"
0.5,0.8500000000000001,Albany,12031,6,"[147.8, 151.1, 154.4, 158.1, 162.4, 164.6, 174.0, 181.7, 212.5, 847.0]"
0.5,0.8500000000000001,Albany,12031,7,"[110.8, 120.8, 123.3, 126.5, 131.3, 134.7, 140.9, 148.1, 173.1, 412.6]"
0.5,0.8500000000000001,Albany,12031,8,"[86.9, 96.3, 103.0, 106.8, 110.0, 113.0, 116.0, 123.2, 138.4, 345.6]"
0.5,0.8500000000000001,Albany,12031,9,"[93.7, 98.3, 102.7, 105.0, 107.3, 113.9, 119.6, 134.8, 149.9, 455.6]"
0.5,0.8500000000000001,Albany,12031,10,"[40.6, 48.2, 51.3, 57.0, 61.1, 68.9, 74.9, 84.2, 109.6, 1275.8]"
0.5,0.8500000000000001,Albany,12031,11,"[17.7, 21.0, 24.0, 29.3, 32.0, 35.5, 42.9, 50.6, 71.8, 735.5]"
0.5,0.8500000000000001,Albany,12031,12,"[57.1, 67.2, 70.2, 74.6, 80.1, 89.9, 97.4, 110.2, 144.7, 330.9]"
0.5,0.8500000000000001,Albany,12031,13,"[153.5, 161.4, 165.5, 168.9, 171.6, 176.5, 186.9, 196.2, 213.2, 415.4]"
0.5,0.8500000000000001,Albany,12031,14,"[22.6, 31.5, 34.9, 40.3, 43.5, 50.2, 55.3, 66.4, 86.0, 565.7]"
0.5,0.8500000000000001,Albany,12031,15,"[80.5, 85.3, 91.4, 95.5, 100.0, 103.6, 109.2, 123.2, 143.8, 341.4]"
0.5,0.8500000000000001,Albany,12031,16,"[130.4, 134.3, 137.3, 140.4, 144.1, 150.7, 158.2, 173.0, 197.1, 340.4]"
0.5,0.8500000000000001,Albany,12031,17,"[102.5, 111.0, 114.8, 118.2, 120.4, 123.2, 131.1, 140.6, 167.6, 313.6]"
0.5,0.8500000000000001,Albany,12031,18,"[42.9, 54.1, 61.2, 65.9, 70.4, 75.3, 79.6, 88.0, 110.8, 385.2]"
0.5,0.8500000000000001,Albany,12031,19,"[56.8, 67.8, 75.5, 81.0, 84.2, 89.8, 96.1, 108.4, 132.3, 430.6]"
0.5,0.8500000000000001,Albany,12031,20,"[38.9, 49.1, 54.6, 60.8, 63.3, 66.8, 76.0, 83.4, 104.6, 555.3]"
0.5,0.8500000000000001,Albany,12031,21,"[137.7, 147.6, 150.8, 153.8, 158.2, 164.1, 171.1, 180.5, 212.2, 491.8]"
0.5,0.8500000000000001,Albany,12031,22,"[32.2, 40.0, 45.0, 50.8, 56.0, 61.8, 69.1, 85.4, 105.9, 615.4]"
0.5,0.8500000000000001,Albany,12031,23,"[53.5, 57.6, 61.1, 65.6, 69.3, 72.2, 77.4, 88.1, 144.7, 828.9]"
0.5,0.8500000000000001,Albany,12031,24,"[151.6, 158.3, 161.2, 165.5, 169.5, 173.1, 177.7, 192.3, 213.8, 312.3]"
0.5,0.8500000000000001,Albany,12031,25,"[30.8, 39.2, 43.6, 47.7, 51.8, 56.6, 63.6, 72.5, 96.7, 469.9]"
0.5,0.8500000000000001,Albany,12031,26,"[27.7, 33.5, 39.8, 44.4, 48.7, 52.4, 58.8, 72.1, 99.1, 364.7]"
0.5,0.8500000000000001,Albany,12031,27,"[241.7, 262.1, 265.6, 270.1, 274.0, 277.4, 286.1, 295.3, 314.6, 465.2]"
0.5,0.8500000000000001,Albany,12031,28,"[53.4, 58.8, 62.5, 67.4, 71.1, 75.7, 82.1, 90.0, 113.8, 397.0]"
0.5,0.8500000000000001,Albany,12031,29,"[60.2, 70.1, 75.7, 79.0, 81.1, 86.6, 92.6, 112.6, 136.1, 464.1]"
0.5,0.8500000000000001,Albany,12123,0,"[27.8, 33.3, 37.2, 42.9, 48.6, 54.0, 60.5, 72.6, 98.7, 630.3]"
0.5,0.8500000000000001,Albany,12123,1,"[11.4, 13.9, 19.1, 22.2, 26.2, 34.0, 43.0, 55.8, 87.7, 659.1]"
0.5,0.8500000000000001,Albany,12123,2,"[23.4, 28.9, 32.3, 41.0, 45.6, 49.8, 57.3, 68.4, 85.5, 245.2]"
0.5,0.8500000000000001,Albany,12123,3,"[32.9, 36.2, 40.7, 44.1, 48.3, 51.8, 56.5, 63.5, 94.2, 1015.7]"
0.5,0.8500000000000001,Albany,12123,4,"[9.8, 13.9, 16.4, 19.8, 23.7, 31.4, 39.0, 49.2, 70.8, 680.5]"
0.5,0.8500000000000001,Albany,12123,5,"[7.6, 11.6, 14.6, 17.6, 20.9, 25.1, 33.5, 37.3, 56.5, 386.6]"
0.5,0.8500000000000001,Albany,12123,6,"[14.3, 18.8, 25.1, 28.1, 32.7, 36.7, 40.7, 55.5, 73.8, 195.6]"
0.5,0.8500000000000001,Albany,12123,7,"[11.5, 16.4, 21.9, 25.9, 31.4, 39.7, 45.7, 55.6, 71.1, 225.2]"
0.5,0.8500000000000001,Albany,12123,8,"[36.1, 41.2, 44.1, 48.7, 50.4, 54.5, 60.6, 75.2, 88.4, 577.6]"
0.5,0.8500000000000001,Albany,12123,9,"[20.1, 24.1, 27.0, 30.1, 36.4, 39.7, 48.6, 58.0, 80.2, 817.6]"
0.5,0.8500000000000001,Albany,12123,10,"[13.1, 18.7, 21.7, 26.7, 30.2, 36.6, 42.9, 53.6, 84.4, 408.6]"
0.5,0.8500000000000001,Albany,12123,11,"[28.5, 32.6, 34.9, 39.7, 44.3, 49.0, 54.3, 66.1, 83.9, 515.9]"
0.5,0.8500000000000001,Albany,12123,12,"[31.4, 34.7, 37.9, 41.9, 45.5, 52.5, 56.7, 67.0, 96.4, 1276.8]"
0.5,0.8500000000000001,Albany,12123,13,"[14.4, 19.0, 22.5, 25.0, 30.6, 42.8, 52.0, 61.1, 88.7, 1386.8]"
0.5,0.8500000000000001,Albany,12123,14,"[15.8, 20.2, 24.5, 27.5, 30.6, 35.5, 43.6, 54.5, 81.5, 396.2]"
0.5,0.8500000000000001,Albany,12123,15,"[29.5, 33.5, 38.0, 42.8, 49.4, 59.4, 67.7, 76.2, 108.9, 279.4]"
0.5,0.8500000000000001,Albany,12123,16,"[35.6, 38.2, 41.4, 46.5, 53.1, 61.4, 66.5, 72.4, 112.9, 442.4]"
0.5,0.8500000000000001,Albany,12123,17,"[12.6, 17.1, 22.5, 25.4, 28.2, 32.2, 43.2, 60.6, 88.6, 199.6]"
