beta,size,network,seed,realization,times
0.5,0.30000000000000004,Albany,12186,18,"[17.6, 26.2, 29.5, 38.2, 49.1, 69.7, 77.9, 95.8, 156.4, 413.4]"
0.5,0.30000000000000004,Albany,12186,19,"[25.2, 30.4, 38.8, 42.0, 50.9, 64.1, 78.9, 89.8, 118.6, 374.3]"
0.5,0.30000000000000004,Albany,12186,20,"[33.4, 39.8, 47.7, 57.0, 66.9, 80.6, 89.2, 101.3, 143.4, 392.6]"
0.5,0.30000000000000004,Albany,12186,21,"[27.3, 33.2, 36.1, 39.8, 49.6, 58.9, 70.1, 83.8, 124.6, 1379.9]"
0.5,0.30000000000000004,Albany,12186,22,"[30.4, 34.3, 39.4, 45.8, 53.2, 60.9, 75.2, 90.3, 116.1, 286.5]"
0.5,0.30000000000000004,Albany,12186,23,"[31.7, 38.2, 40.8, 44.2, 48.4, 59.6, 70.3, 78.3, 112.1, 671.7]"
0.5,0.30000000000000004,Albany,12186,24,"[30.5, 35.9, 41.3, 50.3, 59.1, 75.5, 92.9, 111.2, 155.6, 376.3]"
0.5,0.30000000000000004,Albany,12186,25,"[19.6, 25.2, 30.6, 37.0, 45.1, 54.4, 61.6, 77.9, 106.8, 470.3]"
0.5,0.30000000000000004,Albany,12186,26,"[12.7, 19.6, 23.1, 28.3, 37.2, 49.1, 62.3, 78.5, 123.8, 410.8]"
0.5,0.30000000000000004,Albany,12186,27,"[34.0, 39.8, 44.5, 47.0, 52.8, 59.2, 72.5, 81.0, 114.9, 1191.0]"
0.5,0.30000000000000004,Albany,12186,28,"[27.9, 33.3, 37.4, 41.8, 46.7, 52.9, 66.9, 83.5, 112.4, 505.0]"
0.5,0.30000000000000004,Albany,12186,29,"[22.2, 30.1, 35.4, 39.7, 46.4, 61.8, 74.7, 97.0, 121.4, 705.9]"
0.5,0.30000000000000004,Albany,12089,0,"[321.3, 330.1, 336.1, 339.2, 347.1, 353.1, 364.1, 378.1, 427.7, 792.1]"
0.5,0.30000000000000004,Albany,12089,1,"[202.7, 207.8, 211.8, 215.5, 222.7, 232.5, 253.3, 270.7, 288.9, 555.4]"
0.5,0.30000000000000004,Albany,12089,2,"[246.1, 255.2, 258.6, 267.2, 273.8, 279.9, 292.7, 315.8, 366.6, 1796.1]"
0.5,0.30000000000000004,Albany,12089,3,"[95.6, 106.4, 113.0, 116.0, 120.8, 129.0, 139.4, 153.4, 187.3, 593.8]"
0.5,0.30000000000000004,Albany,12089,4,"[50.1, 61.1, 65.8, 75.1, 83.1, 88.5, 100.4, 117.0, 164.4, 460.6]"
0.5,0.30000000000000004,Albany,12089,5,"[120.3, 127.3, 134.9, 141.6, 146.7, 155.7, 170.0, 191.7, 216.2, 1306.1]"
0.5,0.30000000000000004,Albany,12089,6,"[80.0, 88.8, 94.4, 99.7, 108.9, 125.2, 136.3, 155.4, 189.1, 1011.4]"
0.5,0.30000000000000004,Albany,12089,7,"[169.7, 176.0, 179.3, 184.7, 190.6, 203.4, 212.9, 233.7, 274.7, 1605.2]"
0.5,0.30000000000000004,Albany,12089,8,"[146.3, 150.9, 155.8, 159.6, 166.3, 174.6, 192.0, 209.7, 241.4, 452.9]"
0.5,0.30000000000000004,Albany,12089,9,"[140.8, 146.8, 151.4, 157.9, 166.9, 179.3, 188.9, 205.7, 239.8, 734.6]"
0.5,0.30000000000000004,Albany,12089,10,"[84.5, 88.3, 93.9, 102.8, 113.2, 124.3, 134.6, 151.9, 186.5, 580.3]"
0.5,0.30000000000000004,Albany,12089,11,"[148.7, 154.0, 159.5, 165.0, 171.5, 178.9, 191.7, 206.5, 230.8, 692.0]"
0.5,0.30000000000000004,Albany,12089,12,"[64.2, 71.9, 78.4, 82.5, 90.9, 101.8, 113.3, 132.8, 160.2, 714.3]"
0.5,0.30000000000000004,Albany,12089,13,"[77.0, 82.5, 86.8, 93.3, 97.5, 103.8, 115.4, 136.2, 165.2, 652.4]"
0.5,0.30000000000000004,Albany,12089,14,"[96.3, 104.8, 107.5, 112.4, 117.8, 127.0, 135.4, 148.5, 179.3, 606.2]"
0.5,0.30000000000000004,Albany,12089,15,"[65.5, 71.3, 76.7, 81.6, 90.0, 100.6, 110.5, 126.8, 168.2, 1367.2]"
0.5,0.30000000000000004,Albany,12089,16,"[120.6, 124.3, 131.9, 137.4, 145.1, 157.3, 173.8, 196.1, 224.2, 1141.5]"
0.5,0.30000000000000004,Albany,12089,17,"[115.0, 121.5, 125.1, 130.9, 141.7, 154.5, 162.4, 173.0, 195.8, 1383.1]"
0.5,0.30000000000000004,Albany,12089,18,"[111.2, 116.6, 121.3, 130.1, 135.8, 148.2, 157.6, 177.3, 219.7, 349.4]"
0.5,0.30000000000000004,Albany,12089,19,"[186.6, 195.8, 199.6, 204.4, 211.2, 223.7, 235.4, 264.9, 296.5, 436.6]"
0.5,0.30000000000000004,Albany,12089,20,"[223.0, 235.5, 238.8, 244.1, 255.9, 266.8, 275.9, 287.5, 317.2, 480.0]"
0.5,0.30000000000000004,Albany,12089,21,"[154.6, 163.6, 169.6, 172.4, 176.6, 187.8, 202.2, 218.4, 242.6, 971.9]"
0.5,0.30000000000000004,Albany,12089,22,"[35.5, 42.6, 50.9, 59.7, 74.3, 84.9, 96.3, 108.4, 147.5, 410.8]"
0.5,0.30000000000000004,Albany,12089,23,"[16.3, 22.5, 27.3, 31.9, 41.4, 52.4, 60.6, 74.1, 109.6, 578.9]"
0.5,0.30000000000000004,Albany,12089,24,"[301.3, 310.6, 315.4, 319.0, 333.0, 343.5, 356.8, 375.6, 410.4, 1027.3]"
0.5,0.30000000000000004,Albany,12089,25,"[184.4, 196.9, 203.8, 208.5, 212.7, 220.3, 230.7, 252.0, 283.9, 452.6]"
0.5,0.30000000000000004,Albany,12089,26,"[222.0, 229.1, 233.4, 238.2, 244.7, 251.7, 260.0, 284.5, 319.2, 807.0]"
0.5,0.30000000000000004,Albany,12089,27,"[228.1, 233.9, 239.0, 242.8, 250.8, 259.6, 278.1, 305.0, 334.8, 561.6]"
0.5,0.30000000000000004,Albany,12089,28,"[186.8, 192.5, 196.4, 202.6, 211.3, 219.4, 232.5, 244.8, 276.7, 2701.0]"
0.5,0.30000000000000004,Albany,12089,29,"[137.6, 143.2, 148.6, 153.3, 163.6, 172.6, 178.0, 192.7, 223.1, 1394.6]"
0.5,0.30000000000000004,Albany,12031,0,"[24.8, 35.2, 38.7, 42.0, 49.3, 55.4, 71.8, 88.0, 110.6, 329.0]"
0.5,0.30000000000000004,Albany,12031,1,"[80.4, 94.0, 102.7, 106.5, 114.0, 122.6, 139.9, 149.8, 178.1, 500.0]"
0.5,0.30000000000000004,Albany,12031,2,"[105.3, 135.8, 144.7, 148.2, 153.3, 157.7, 163.7, 178.2, 208.2, 851.0]"
0.5,0.30000000000000004,Albany,12031,3,"[57.7, 68.4, 75.2, 80.6, 84.8, 90.7, 103.5, 125.9, 176.0, 771.1]"
0.5,0.30000000000000004,Albany,12031,4,"[103.8, 113.5, 116.1, 123.6, 127.5, 137.0, 150.6, 170.5, 211.0, 391.5]"
0.5,0.30000000000000004,Albany,12031,5,"[91.6, 109.7, 120.7, 123.6, 127.1, 132.5, 142.5, 160.4, 200.4, 2596.4]"
0.5,0.30000000000000004,Albany,12031,6,"[69.9, 76.6, 81.5, 84.6, 88.2, 97.3, 103.3, 117.7, 152.7, 454.3]"
0.5,0.30000000000000004,Albany,12031,7,"[50.4, 56.9, 60.1, 62.3, 66.5, 74.0, 87.0, 95.5, 144.0, 292.0]"
0.5,0.30000000000000004,Albany,12031,8,"[52.2, 61.5, 65.1, 70.7, 74.6, 82.8, 90.7, 105.4, 147.3, 1166.4]"
0.5,0.30000000000000004,Albany,12031,9,"[326.9, 332.1, 335.9, 340.9, 344.8, 354.7, 364.6, 384.9, 404.8, 1074.8]"
0.5,0.30000000000000004,Albany,12031,10,"[37.8, 52.1, 57.6, 63.5, 69.2, 75.8, 94.8, 107.5, 136.5, 900.3]"
0.5,0.30000000000000004,Albany,12031,11,"[196.8, 200.8, 207.1, 212.5, 218.7, 228.3, 237.3, 257.0, 289.9, 601.4]"
0.5,0.30000000000000004,Albany,12031,12,"[41.1, 48.4, 53.1, 58.1, 63.3, 70.1, 80.3, 101.0, 137.9, 614.7]"
0.5,0.30000000000000004,Albany,12031,13,"[54.5, 61.7, 68.4, 72.5, 77.2, 84.1, 97.9, 112.4, 131.7, 309.1]"
0.5,0.30000000000000004,Albany,12031,14,"[273.2, 284.7, 293.3, 302.4, 306.2, 316.1, 323.7, 335.7, 364.4, 959.2]"
0.5,0.30000000000000004,Albany,12031,15,"[65.8, 97.2, 102.1, 106.4, 108.6, 121.1, 132.6, 144.1, 189.2, 658.2]"
0.5,0.30000000000000004,Albany,12031,16,"[139.4, 153.8, 163.2, 168.6, 174.5, 182.6, 191.2, 197.7, 225.9, 1319.7]"
0.5,0.30000000000000004,Albany,12031,17,"[33.2, 38.4, 42.9, 47.3, 57.9, 64.7, 74.5, 94.5, 152.2, 824.7]"
0.5,0.30000000000000004,Albany,12031,18,"[83.6, 89.7, 95.5, 100.3, 106.1, 114.4, 122.7, 137.5, 180.5, 1341.8]"
0.5,0.30000000000000004,Albany,12031,19,"[139.2, 151.2, 158.3, 163.3, 168.8, 177.6, 183.4, 190.5, 238.1, 516.2]"
0.5,0.30000000000000004,Albany,12031,20,"[146.9, 152.7, 157.1, 163.5, 171.3, 184.0, 194.7, 214.7, 250.2, 585.3]"
0.5,0.30000000000000004,Albany,12031,21,"[32.6, 44.7, 50.7, 54.7, 59.7, 64.5, 74.8, 90.2, 134.1, 1033.3]"
0.5,0.30000000000000004,Albany,12031,22,"[117.5, 125.4, 132.4, 138.4, 146.1, 156.1, 171.4, 190.1, 219.5, 797.8]"
0.5,0.30000000000000004,Albany,12031,23,"[135.8, 145.2, 149.2, 154.3, 158.6, 166.6, 181.6, 216.9, 260.7, 494.9]"
0.5,0.30000000000000004,Albany,12031,24,"[152.7, 167.9, 173.0, 181.2, 188.4, 196.4, 206.8, 227.3, 245.2, 426.2]"
0.5,0.30000000000000004,Albany,12031,25,"[245.6, 273.9, 284.0, 289.9, 295.4, 298.5, 309.3, 327.7, 372.2, 1653.1]"
0.5,0.30000000000000004,Albany,12031,26,"[122.1, 131.6, 135.2, 139.8, 145.0, 153.7, 161.4, 177.1, 200.3, 376.4]"
0.5,0.30000000000000004,Albany,12031,27,"[35.6, 64.3, 74.5, 79.4, 82.8, 89.0, 100.4, 108.6, 136.6, 485.3]"
0.5,0.30000000000000004,Albany,12031,28,"[40.9, 51.5, 57.0, 59.2, 63.4, 70.2, 79.4, 95.9, 136.9, 489.4]"
0.5,0.30000000000000004,Albany,12031,29,"[47.1, 59.6, 64.7, 71.0, 75.5, 84.1, 96.7, 110.6, 143.3, 587.4]"
0.5,0.30000000000000004,Albany,12123,0,"[58.0, 65.8, 72.3, 77.7, 88.0, 93.8, 112.5, 126.7, 144.5, 1006.4]"
0.5,0.30000000000000004,Albany,12123,1,"[23.7, 28.6, 37.4, 47.5, 59.5, 66.9, 79.2, 98.6, 123.6, 769.4]"
0.5,0.30000000000000004,Albany,12123,2,"[18.5, 24.3, 30.3, 34.0, 37.3, 43.5, 53.8, 74.2, 122.2, 397.4]"
0.5,0.30000000000000004,Albany,12123,3,"[14.4, 20.8, 27.1, 32.8, 36.5, 49.9, 62.9, 82.5, 114.3, 801.1]"
0.5,0.30000000000000004,Albany,12123,4,"[14.9, 20.2, 24.9, 32.2, 42.3, 52.5, 62.4, 79.6, 118.7, 315.1]"
0.5,0.30000000000000004,Albany,12123,5,"[22.1, 29.1, 33.1, 37.1, 46.4, 56.4, 71.2, 96.0, 129.8, 415.6]"
0.5,0.30000000000000004,Albany,12123,6,"[31.4, 37.8, 43.5, 48.5, 59.1, 73.0, 87.9, 107.1, 151.8, 514.3]"
0.5,0.30000000000000004,Albany,12123,7,"[31.0, 36.4, 41.4, 46.7, 51.3, 60.1, 65.4, 88.9, 132.3, 932.3]"
0.5,0.30000000000000004,Albany,12123,8,"[7.9, 17.7, 22.3, 30.5, 44.4, 55.3, 68.9, 82.6, 105.0, 798.4]"
0.5,0.30000000000000004,Albany,12123,9,"[13.4, 19.7, 21.6, 25.1, 31.1, 43.1, 55.8, 64.0, 113.5, 586.0]"
0.5,0.30000000000000004,Albany,12123,10,"[37.8, 44.5, 48.5, 52.9, 61.8, 72.2, 96.0, 120.9, 153.7, 622.3]"
0.5,0.30000000000000004,Albany,12123,11,"[14.5, 21.1, 27.7, 36.4, 48.0, 60.6, 71.0, 95.8, 126.5, 728.9]"
0.5,0.30000000000000004,Albany,12123,12,"[40.1, 49.3, 53.8, 59.2, 67.1, 73.7, 86.5, 111.0, 161.2, 2156.9]"
0.5,0.30000000000000004,Albany,12123,13,"[32.1, 37.0, 40.6, 46.7, 52.7, 63.1, 79.7, 102.0, 140.2, 510.8]"
0.5,0.30000000000000004,Albany,12123,14,"[28.5, 33.3, 38.8, 43.5, 50.7, 59.9, 69.8, 86.6, 115.0, 340.7]"
0.5,0.30000000000000004,Albany,12123,15,"[38.4, 43.5, 53.0, 58.0, 63.2, 78.4, 95.9, 107.3, 156.0, 696.0]"
0.5,0.30000000000000004,Albany,12123,16,"[38.0, 43.5, 47.9, 51.3, 54.6, 60.4, 71.8, 87.2, 125.7, 697.4]"
0.5,0.30000000000000004,Albany,12123,17,"[22.7, 25.6, 29.8, 36.4, 44.7, 58.9, 68.8, 86.5, 111.7, 563.4]"
0.5,0.30000000000000004,Albany,12123,18,"[24.2, 30.6, 34.2, 39.4, 51.5, 60.2, 79.4, 100.1, 133.6, 964.7]"
0.5,0.30000000000000004,Albany,12123,19,"[45.8, 51.7, 56.0, 60.8, 72.8, 79.7, 99.5, 114.0, 147.1, 1242.7]"
0.5,0.30000000000000004,Albany,12123,20,"[40.5, 48.6, 51.4, 59.3, 71.6, 81.8, 94.2, 117.8, 137.6, 293.5]"
0.5,0.30000000000000004,Albany,12123,21,"[27.0, 31.7, 35.9, 41.3, 46.9, 50.9, 58.2, 75.6, 101.5, 942.0]"
0.5,0.30000000000000004,Albany,12123,22,"[15.6, 21.0, 28.5, 33.9, 42.2, 51.3, 64.9, 81.6, 112.0, 425.3]"
0.5,0.30000000000000004,Albany,12123,23,"[42.0, 48.8, 53.4, 58.3, 64.4, 69.3, 81.0, 104.2, 142.9, 508.6]"
0.5,0.30000000000000004,Albany,12123,24,"[31.4, 37.5, 41.8, 52.5, 59.8, 73.3, 82.0, 93.6, 123.0, 485.2]"
0.5,0.30000000000000004,Albany,12123,25,"[60.7, 65.9, 70.9, 74.2, 80.1, 90.4, 100.4, 115.7, 141.0, 933.4]"
0.5,0.30000000000000004,Albany,12123,26,"[29.3, 34.7, 39.7, 50.6, 61.5, 72.4, 94.6, 116.1, 150.7, 892.8]"
0.5,0.30000000000000004,Albany,12123,27,"[26.4, 33.5, 38.8, 44.0, 49.8, 61.4, 69.5, 88.8, 113.0, 391.0]"
0.5,0.30000000000000004,Albany,12123,28,"[34.7, 38.9, 44.3, 49.2, 58.2, 63.2, 68.9, 80.6, 119.5, 393.3]"
0.5,0.30000000000000004,Albany,12123,29,"[58.1, 67.5, 73.4, 77.3, 83.4, 89.4, 99.9, 116.4, 155.6, 835.9]"
0.5,0.35000000000000003,Albany,12121,0,"[112.6, 120.1, 127.6, 132.7, 136.4, 147.1, 159.4, 171.5, 201.2, 809.2]"
0.5,0.35000000000000003,Albany,12121,1,"[35.9, 41.7, 45.8, 50.5, 62.7, 69.3, 81.4, 91.5, 138.7, 2229.3]"
0.5,0.35000000000000003,Albany,12121,2,"[63.4, 71.8, 74.5, 78.5, 85.4, 90.5, 99.4, 113.0, 153.8, 389.4]"
0.5,0.35000000000000003,Albany,12121,3,"[25.9, 33.8, 38.2, 42.1, 45.2, 49.8, 61.2, 83.3, 113.1, 884.4]"
0.5,0.35000000000000003,Albany,12121,4,"[58.4, 65.1, 67.5, 70.6, 74.7, 90.3, 99.1, 120.0, 147.4, 388.7]"
0.5,0.35000000000000003,Albany,12121,5,"[51.0, 56.4, 63.1, 68.0, 72.2, 86.5, 104.5, 123.5, 152.8, 789.5]"
0.5,0.35000000000000003,Albany,12121,6,"[50.8, 56.5, 60.0, 66.2, 75.7, 85.3, 101.4, 120.3, 147.1, 525.0]"
0.5,0.35000000000000003,Albany,12121,7,"[21.4, 26.2, 30.7, 33.0, 37.8, 43.0, 52.3, 65.4, 100.4, 1248.0]"
0.5,0.35000000000000003,Albany,12121,8,"[83.1, 89.6, 93.0, 96.9, 103.3, 110.3, 120.8, 131.1, 158.7, 589.5]"
0.5,0.35000000000000003,Albany,12121,9,"[49.6, 53.2, 58.5, 64.8, 76.1, 86.3, 93.1, 101.8, 135.1, 282.4]"
0.5,0.35000000000000003,Albany,12121,10,"[34.2, 42.1, 48.0, 53.3, 61.7, 72.9, 82.3, 93.5, 113.2, 1214.3]"
0.5,0.35000000000000003,Albany,12121,11,"[63.6, 69.0, 75.2, 79.8, 86.3, 92.7, 102.1, 120.1, 175.9, 1974.5]"
0.5,0.35000000000000003,Albany,12121,12,"[21.6, 26.5, 30.2, 35.1, 41.0, 51.6, 65.0, 77.2, 108.2, 424.0]"
0.5,0.35000000000000003,Albany,12121,13,"[52.2, 57.4, 63.9, 68.1, 75.3, 83.7, 102.0, 121.4, 148.1, 368.6]"
0.5,0.35000000000000003,Albany,12121,14,"[27.0, 33.2, 35.9, 39.3, 45.5, 52.0, 66.0, 76.1, 107.1, 445.0]"
0.5,0.35000000000000003,Albany,12121,15,"[60.5, 64.2, 69.2, 75.3, 81.5, 90.2, 95.8, 113.2, 143.9, 871.4]"
0.5,0.35000000000000003,Albany,12121,16,"[53.6, 59.5, 63.2, 68.3, 75.2, 88.3, 107.2, 121.3, 142.6, 310.7]"
0.5,0.35000000000000003,Albany,12121,17,"[52.6, 59.2, 65.3, 70.4, 83.4, 95.0, 105.7, 118.0, 132.8, 407.5]"
0.5,0.35000000000000003,Albany,12121,18,"[20.7, 25.8, 30.9, 36.2, 48.7, 59.9, 70.5, 89.7, 138.0, 1665.7]"
0.5,0.35000000000000003,Albany,12121,19,"[34.8, 41.7, 47.3, 53.5, 58.9, 66.7, 78.0, 92.9, 118.5, 1069.7]"
0.5,0.35000000000000003,Albany,12121,20,"[36.4, 41.1, 46.1, 53.0, 66.0, 78.4, 89.5, 114.2, 138.6, 671.6]"
0.5,0.35000000000000003,Albany,12121,21,"[37.8, 41.8, 48.6, 51.7, 61.9, 75.8, 89.8, 107.1, 146.4, 1414.2]"
0.5,0.35000000000000003,Albany,12121,22,"[32.5, 39.1, 42.6, 47.0, 52.7, 56.4, 62.6, 80.5, 126.1, 272.1]"
0.5,0.35000000000000003,Albany,12121,23,"[87.0, 89.6, 93.6, 99.9, 108.4, 119.6, 134.3, 159.6, 204.1, 417.2]"
0.5,0.35000000000000003,Albany,12121,24,"[82.2, 90.1, 96.1, 100.9, 108.6, 119.6, 127.7, 154.7, 180.0, 490.1]"
0.5,0.35000000000000003,Albany,12121,25,"[95.8, 100.6, 105.2, 108.3, 113.9, 121.8, 131.0, 147.7, 187.3, 379.2]"
0.5,0.35000000000000003,Albany,12121,26,"[21.7, 23.9, 26.5, 32.4, 37.3, 43.5, 53.7, 68.6, 104.1, 503.5]"
0.5,0.35000000000000003,Albany,12121,27,"[74.7, 77.8, 81.0, 86.1, 96.0, 101.2, 110.1, 130.9, 157.8, 2521.6]"
0.5,0.35000000000000003,Albany,12121,28,"[78.2, 83.0, 87.0, 95.8, 104.2, 115.6, 133.4, 162.1, 199.4, 939.8]"
0.5,0.35000000000000003,Albany,12121,29,"[92.2, 98.9, 105.3, 110.4, 116.2, 121.9, 132.0, 147.2, 175.6, 692.7]"
0.5,0.35000000000000003,Albany,12084,0,"[21.4, 27.6, 30.3, 34.2, 42.3, 48.0, 54.3, 66.1, 106.3, 669.7]"
0.5,0.35000000000000003,Albany,12084,1,"[10.0, 14.7, 20.7, 26.8, 37.5, 42.4, 51.6, 69.4, 99.1, 799.8]"
0.5,0.35000000000000003,Albany,12084,2,"[11.4, 16.0, 22.6, 36.4, 42.6, 50.4, 70.3, 89.5, 105.7, 497.0]"
0.5,0.35000000000000003,Albany,12084,3,"[18.3, 26.3, 30.6, 36.0, 42.3, 47.3, 58.3, 72.7, 129.6, 492.9]"
0.5,0.35000000000000003,Albany,12084,4,"[48.9, 54.3, 58.9, 65.7, 75.4, 86.0, 92.5, 109.6, 140.5, 471.5]"
0.5,0.35000000000000003,Albany,12084,5,"[8.8, 13.1, 18.0, 24.9, 32.7, 45.6, 55.0, 68.1, 89.9, 337.1]"
0.5,0.35000000000000003,Albany,12084,6,"[13.8, 18.5, 23.6, 35.3, 43.5, 56.3, 75.7, 95.6, 116.9, 647.7]"
0.5,0.35000000000000003,Albany,12084,7,"[78.1, 82.9, 88.2, 96.7, 103.8, 114.7, 134.6, 153.1, 197.4, 696.7]"
0.5,0.35000000000000003,Albany,12084,8,"[19.0, 25.1, 31.2, 35.7, 43.8, 52.9, 63.2, 77.9, 121.7, 1028.2]"
0.5,0.35000000000000003,Albany,12084,9,"[45.8, 49.8, 53.5, 60.1, 70.2, 79.2, 95.4, 120.6, 156.6, 396.3]"
0.5,0.35000000000000003,Albany,12084,10,"[15.3, 18.3, 23.2, 28.1, 34.0, 40.1, 48.1, 69.0, 103.1, 382.2]"
0.5,0.35000000000000003,Albany,12084,11,"[23.5, 28.9, 32.9, 36.4, 46.2, 52.6, 59.7, 70.1, 87.4, 545.4]"
0.5,0.35000000000000003,Albany,12084,12,"[32.9, 40.4, 44.5, 48.2, 54.8, 61.4, 70.1, 81.1, 102.2, 382.1]"
0.5,0.35000000000000003,Albany,12084,13,"[23.8, 31.2, 35.4, 38.9, 44.1, 50.2, 60.9, 70.0, 111.2, 1367.1]"
0.5,0.35000000000000003,Albany,12084,14,"[33.3, 39.8, 44.5, 52.2, 56.7, 69.0, 76.3, 89.8, 119.4, 1222.9]"
0.5,0.35000000000000003,Albany,12084,15,"[19.9, 27.4, 33.2, 38.1, 46.9, 58.1, 71.7, 92.7, 135.7, 1526.5]"
0.5,0.35000000000000003,Albany,12084,16,"[26.8, 36.7, 42.6, 47.9, 53.9, 65.1, 79.6, 89.2, 105.9, 790.0]"
0.5,0.35000000000000003,Albany,12084,17,"[24.7, 29.7, 32.2, 39.4, 46.4, 55.9, 66.5, 76.5, 107.4, 390.6]"
0.5,0.35000000000000003,Albany,12084,18,"[20.5, 24.9, 29.8, 35.4, 40.3, 44.1, 58.4, 74.5, 94.0, 702.4]"
0.5,0.35000000000000003,Albany,12084,19,"[16.5, 19.9, 22.1, 28.9, 36.3, 46.5, 64.2, 78.9, 124.0, 404.2]"
0.5,0.35000000000000003,Albany,12084,20,"[10.5, 14.7, 21.6, 27.6, 36.4, 46.8, 66.4, 74.6, 112.5, 807.4]"
0.5,0.35000000000000003,Albany,12084,21,"[13.9, 20.0, 26.9, 35.0, 42.8, 54.9, 79.1, 99.9, 134.5, 824.0]"
0.5,0.35000000000000003,Albany,12084,22,"[20.7, 28.9, 33.8, 39.2, 48.1, 57.5, 68.5, 90.1, 104.5, 358.4]"
0.5,0.35000000000000003,Albany,12084,23,"[24.0, 27.9, 30.5, 34.0, 44.0, 55.8, 68.1, 86.9, 103.3, 454.4]"
0.5,0.35000000000000003,Albany,12084,24,"[9.4, 15.9, 19.2, 23.0, 27.6, 36.0, 46.6, 60.1, 95.5, 855.7]"
0.5,0.35000000000000003,Albany,12084,25,"[28.7, 31.5, 36.1, 39.9, 46.1, 54.0, 72.8, 89.1, 113.1, 833.4]"
0.5,0.35000000000000003,Albany,12084,26,"[25.6, 31.0, 35.0, 40.9, 47.7, 59.0, 70.3, 89.8, 107.9, 550.4]"
0.5,0.35000000000000003,Albany,12084,27,"[31.4, 34.8, 39.9, 44.7, 49.5, 57.2, 66.3, 80.9, 114.9, 735.9]"
0.5,0.35000000000000003,Albany,12084,28,"[41.4, 47.3, 52.5, 57.8, 66.4, 75.4, 89.8, 108.4, 136.8, 699.3]"
0.5,0.35000000000000003,Albany,12084,29,"[28.9, 34.7, 37.5, 40.3, 47.2, 56.6, 63.9, 81.5, 103.7, 265.8]"
0.5,0.35000000000000003,Albany,12010,0,"[22.4, 28.0, 30.2, 38.6, 46.6, 53.0, 66.0, 83.5, 117.5, 656.2]"
0.5,0.35000000000000003,Albany,12010,1,"[19.8, 24.8, 30.1, 38.1, 46.2, 56.9, 69.8, 83.9, 110.7, 494.1]"
0.5,0.35000000000000003,Albany,12010,2,"[30.2, 34.7, 40.0, 45.0, 54.3, 68.2, 82.9, 104.8, 140.5, 855.1]"
0.5,0.35000000000000003,Albany,12010,3,"[32.9, 39.6, 43.2, 47.2, 50.7, 56.5, 66.9, 86.6, 121.2, 337.3]"
0.5,0.35000000000000003,Albany,12010,4,"[15.3, 23.0, 28.3, 31.8, 36.2, 50.0, 64.4, 78.6, 106.5, 658.1]"
0.5,0.35000000000000003,Albany,12010,5,"[14.8, 20.2, 24.1, 30.2, 39.3, 48.4, 54.2, 69.5, 91.3, 387.2]"
0.5,0.35000000000000003,Albany,12010,6,"[18.4, 22.2, 29.1, 35.8, 41.8, 51.7, 62.2, 74.9, 96.4, 452.5]"
0.5,0.35000000000000003,Albany,12010,7,"[22.7, 32.6, 39.3, 42.9, 48.1, 57.4, 70.6, 89.5, 146.3, 474.6]"
0.5,0.35000000000000003,Albany,12010,8,"[14.7, 23.1, 28.2, 34.7, 40.4, 56.1, 61.9, 73.8, 106.9, 667.4]"
0.5,0.35000000000000003,Albany,12010,9,"[16.6, 19.4, 24.8, 30.4, 36.1, 44.3, 60.2, 77.6, 119.9, 668.3]"
0.5,0.35000000000000003,Albany,12010,10,"[12.4, 15.5, 19.6, 27.4, 34.0, 41.4, 50.9, 72.6, 106.7, 745.8]"
0.5,0.35000000000000003,Albany,12010,11,"[27.9, 35.7, 40.7, 45.4, 52.2, 57.1, 69.4, 85.6, 110.1, 230.3]"
0.5,0.35000000000000003,Albany,12010,12,"[16.0, 21.0, 27.3, 33.9, 43.7, 57.7, 72.5, 93.3, 120.5, 365.5]"
0.5,0.35000000000000003,Albany,12010,13,"[9.7, 16.9, 21.4, 24.7, 29.2, 35.5, 51.4, 73.9, 110.4, 338.4]"
0.5,0.35000000000000003,Albany,12010,14,"[17.9, 24.2, 30.6, 37.1, 48.0, 54.9, 62.1, 87.5, 126.5, 302.1]"
0.5,0.35000000000000003,Albany,12010,15,"[19.6, 25.2, 30.6, 34.6, 40.7, 50.8, 63.2, 76.8, 106.7, 550.0]"
0.5,0.35000000000000003,Albany,12010,16,"[23.1, 29.1, 35.4, 40.6, 49.0, 58.3, 74.8, 89.8, 115.5, 664.0]"
0.5,0.35000000000000003,Albany,12010,17,"[29.5, 32.4, 36.3, 42.3, 52.5, 62.0, 71.4, 84.3, 109.5, 473.0]"
0.5,0.35000000000000003,Albany,12010,18,"[14.1, 19.6, 25.5, 29.8, 35.1, 45.1, 52.6, 61.3, 87.8, 314.4]"
0.5,0.35000000000000003,Albany,12010,19,"[17.3, 21.5, 26.2, 32.9, 40.8, 53.0, 62.2, 81.5, 111.1, 1361.1]"
0.5,0.35000000000000003,Albany,12010,20,"[18.5, 22.9, 27.5, 34.0, 37.9, 49.1, 62.8, 76.9, 126.9, 1157.1]"
0.5,0.35000000000000003,Albany,12010,21,"[22.6, 26.0, 30.8, 38.0, 47.1, 56.3, 69.8, 91.9, 117.2, 948.9]"
0.5,0.35000000000000003,Albany,12010,22,"[15.5, 22.3, 26.4, 34.0, 42.8, 48.8, 58.3, 69.6, 124.7, 351.4]"
