source,target,metric,proximity,s_value,distance,metric_distance
12009,12196,False,0.0012431626056688214,3.253139343876395,803.4,246.96144710563792
12009,12204,False,0.004449963779364586,1.3825903528847403,223.72093023255815,161.81288243894514
12009,12209,False,0.003068896731624981,2.298283643300306,324.85,141.34460772366614
12009,12210,False,0.004353950569855295,1.602316870284096,228.67647058823528,142.71613488516175
12009,12222,False,0.003703703703703704,1.2507955399901087,269.0,215.06312694569348
12009,12303,True,0.010263720598717035,1.0,96.43055555555556,96.43055555555556
12009,12308,False,0.005406277737432422,1.4099525041939518,183.97014925373134,130.4796783625731
12009,12061,False,0.00248463449718844,2.4223818577768848,401.4736842105263,165.73509371432237
12009,12118,False,0.0017080391710316556,3.397942725075274,584.4666666666667,172.00603834595802
12009,12122,False,0.0028894142369319674,1.5377223710708667,345.0909090909091,224.41691399117028
12009,12144,False,0.004248217265968746,1.6731642114670056,234.3928571428571,140.08957132626267
12009,12182,False,0.0017743080198722497,3.788721840869278,562.6,148.49335043052884
12009,12306,True,0.00852601156069364,1.0,116.28813559322035,116.28813559322035
12009,12159,True,0.0074801309022907905,1.0,132.6875,132.6875
12009,12020,False,0.0029035101363612797,2.2093793669812656,343.4107142857143,155.4331136688968
12009,12138,False,0.0005198856251624642,6.127161507384225,1922.5000000000002,313.76682297064883
12009,12831,False,0.0011440338634023568,4.993835840166323,873.0999999999999,174.83554284614223
12009,12019,False,0.0020658785722483643,2.6545380515437067,483.0555555555556,181.97349074526994
12009,12085,True,0.006029544769369913,1.0,164.85,164.85
12009,12183,False,0.00039952057530962844,11.82326842869888,2502.0,211.61661135315512
12009,12186,True,0.013426521979032555,1.0,73.47945205479452,73.47945205479452
12009,12189,False,0.00238758456028651,2.7401851364619723,417.8333333333333,152.48361425419034
12009,12043,False,0.0037128712871287127,1.183194868433578,268.33333333333337,226.78710032657398
12009,12188,False,0.0025469981807155853,2.1719916581636105,391.6190476190476,180.30412140263752
12009,12307,False,0.002593553167839941,2.0943224063319366,384.57142857142856,183.625705100954
12009,12053,True,0.008652094717668488,1.0,114.57894736842105,114.57894736842105
12009,12027,False,0.0006256517205422315,7.354514641026072,1597.3333333333333,217.19085640578447
12009,12803,False,0.0006218905472636816,7.501210840888313,1607.0,214.23207987174706
12009,12148,False,0.0016135538523598225,2.9931801487316347,618.75,206.7199330659053
12009,13459,False,0.0013743815283122594,3.040718370558961,726.6,238.95669096984886
12009,12059,False,0.004242081447963801,1.2626688546086127,234.73333333333335,185.90252897787144
12009,12056,False,0.004344677769732078,1.4492808440248526,229.16666666666666,158.1244019138756
12009,12198,False,0.002007024586051179,2.873683494674527,497.25000000000006,173.03575738994823
12009,12033,False,0.0026233808821118218,2.012415360047917,380.1875,188.92098895078374
12009,12066,False,0.002528800224782242,1.6432062132440715,394.44444444444446,240.04561403508774
12009,12018,False,0.001658069270449521,2.935819610635695,602.1111111111111,205.0913172355081
12009,12084,True,0.009216589861751152,1.0,107.5,107.5
12009,12149,False,0.0008615738081562321,4.868673163197788,1159.6666666666667,238.18946719047932
12009,12123,False,0.0012520868113522537,3.6081158174989656,797.6666666666666,221.07568243737379
12009,12046,False,0.0003075030750307503,11.92304391918986,3251.0,272.6652708850289
12009,12822,False,0.0006653359946773121,7.477295203787379,1502.0,200.87477611412362
12009,12850,False,0.0007401924500370096,5.71939676870077,1350.0,236.03887867822618
12009,12147,False,0.0003136762860727729,11.22907001976334,3187.0000000000005,283.8169139911703
12009,12154,False,0.0007416563658838071,4.7980364311341015,1347.3333333333335,280.8093170344826
12009,12193,False,0.0036081043574798777,1.1158147535976606,276.1538461538462,247.49076427198906
12009,12833,False,0.0008922596475574393,5.641205564355681,1119.75,198.49480527269068
12009,12168,False,0.0002914602156805596,10.51258240999423,3429.9999999999995,326.2756824373738
12009,12025,False,0.0002320185614849188,22.965127035623933,4309.0,187.63231717881635
12009,12028,False,0.0006040471156750226,5.135490177607431,1654.5,322.1698304894458
12009,12035,False,0.0015678896205707118,2.4534865767754286,636.8,259.54900508847874
12009,12041,False,0.0003114294612270321,11.025391697118925,3209.9999999999995,291.1461187214612
12009,12074,False,0.0004988775255674732,7.697008937616914,2003.4999999999998,260.2959170553214
12009,12086,False,0.0002755580049600441,18.42971475175059,3627.9999999999995,196.85600395173697
12009,12090,False,0.00024348672997321646,14.205732210507298,4106.0,289.03825154207743
12009,12094,False,0.00026910656620021526,11.66679103815333,3715.0000000000005,318.4251768846309
12009,12120,False,0.0006365372374283895,4.860928214376416,1570.0000000000002,322.9835806578369
12009,12121,False,0.0005383580080753701,5.962585564792918,1856.5000000000002,311.35821529539373
12009,12134,False,0.0005712653527563553,6.941299512519512,1749.5,252.04214237471749
12009,12137,False,0.0018878101402373248,2.0597693453418757,528.7142857142857,256.6861609577605
12009,12150,False,0.00029717682020802375,9.293291463596557,3364.0000000000005,361.98154477101843
12009,12157,False,0.00408371618172537,1.1507339637680842,243.875,211.92995746943114
12009,12160,False,0.0009375,3.9716429953770285,1065.6666666666667,268.31884635832
12009,12175,False,0.0003155569580309246,11.581609939630667,3168.0,273.537100326574
12009,12187,False,0.0006341154090044388,5.742851591626109,1576.0,274.42812596759967
12009,12092,False,0.0029577048210588583,1.395933776769543,337.1,241.48710032657402
12009,12859,False,0.0005392289026691831,7.509469514368512,1853.4999999999998,246.82169578737074
12009,12022,False,0.0002994908655286014,9.971740075561758,3338.0,334.7459896373155
